word1	word2	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10
run	rush	3	6	3	6	5	3	3	3	4	5
strike	blow	0	3	5	4	4	6	6	6	4	6
break	build	0	0	0	0	3	0	1	0	0	1
grasp	spray	0	0	0	0	3	1	1	0	0	1
wipe	rub	4	5	1	5	4	4	6	6	6	5
release	triumph	0	0	2	3	5	0	1	0	0	1
deal	barter	4	4	3	3	4	5	5	5	5	6
rebel	seek	0	0	1	1	3	1	1	0	0	2
organize	set	3	4	2	5	3	4	3	6	0	4
teach	educate	6	5	5	6	6	6	6	6	6	6
explain	excuse	0	1	1	2	2	4	2	0	1	1
walk	crawl	0	1	0	2	4	1	2	3	0	1
change	rearrange	6	3	3	4	5	6	1	6	5	5
erupt	write	0	0	0	0	3	1	1	0	0	1
look	read	0	5	0	3	3	2	3	5	3	3
seem	appear	6	4	4	3	4	5	4	5	6	5
irritate	bother	6	6	5	4	5	5	3	6	6	6
haunt	define	0	0	0	0	3	0	1	0	0	1
sit	comfort	0	1	0	4	5	4	2	0	0	3
flip	scribble	0	0	0	1	3	1	1	0	0	1
decline	fall	4	6	4	4	3	4	3	4	4	2
develop	build	4	5	4	5	3	5	3	5	6	5
stab	shoot	0	2	0	0	3	2	1	0	0	3
bring	carry	1	3	3	4	4	3	1	3	3	5
work	participate	0	6	2	4	4	4	1	4	4	5
inform	ask	0	2	0	2	4	3	1	0	0	3
acquire	gain	6	5	5	5	3	6	5	6	6	6
lean	lay	0	0	0	4	3	2	3	0	0	2
depend	forbid	0	4	0	1	3	0	1	0	0	1
destroy	invent	0	0	0	0	3	3	1	0	0	1
sink	fall	3	0	1	4	3	4	2	5	2	3
help	depend	0	2	0	3	2	4	1	0	0	2
catch	chase	0	4	0	5	3	2	4	0	0	3
add	gain	0	6	2	4	4	5	4	6	5	5
come	leave	0	0	0	0	3	0	1	0	0	2
repeat	mimic	4	6	3	6	5	5	3	6	5	6
ascend	rise	6	6	5	5	5	6	5	5	5	6
persuade	change	0	4	2	4	4	6	2	1	0	5
request	beg	4	5	1	1	3	4	2	5	4	5
go	move	3	6	1	3	6	5	1	5	2	6
crash	wreck	3	6	3	5	3	5	2	5	2	6
hunt	kill	3	5	3	5	6	5	1	5	2	6
talk	participate	1	3	1	1	3	2	1	5	3	4
broil	boil	0	0	1	1	5	0	2	3	2	4
steal	poach	5	6	6	1	4	4	4	0	5	3
recommend	like	3	5	1	1	3	1	3	3	3	1
drink	swallow	3	4	1	1	4	6	4	3	2	2
snuggle	knock	1	0	0	1	1	0	1	0	0	1
control	capture	3	3	3	1	2	4	1	6	2	3
gain	achieve	1	2	5	1	3	2	2	5	4	6
rejoice	celebrate	3	6	6	3	5	6	3	6	6	6
mistreat	hold	1	2	0	1	1	0	1	0	1	0
live	perish	1	0	0	1	1	0	1	2	0	0
defend	kill	0	3	3	1	0	5	1	2	0	0
stop	turn	0	1	0	1	1	6	1	1	1	1
send	disperse	1	2	2	1	2	0	1	0	4	1
accept	forgive	1	3	2	1	3	2	2	1	3	4
believe	think	2	3	0	4	5	4	2	3	4	4
sew	rip	0	0	0	1	1	0	1	2	0	0
stop	interrupt	1	1	3	3	4	5	2	6	5	6
rub	pat	3	2	2	1	3	4	5	4	5	3
steer	move	2	2	1	2	4	3	3	6	3	4
see	squint	1	1	1	1	1	0	2	6	3	3
crave	yearn	3	3	6	3	5	6	5	6	6	6
print	rip	0	0	0	1	1	0	1	1	0	0
float	drown	0	1	0	1	0	1	1	0	0	0
speak	remark	3	4	4	1	4	4	5	5	5	5
reject	refuse	3	2	6	4	5	5	5	6	6	6
decorate	adorn	2	2	6	2	4	6	5	2	6	6
rise	lift	1	4	6	2	6	5	5	6	5	5
wash	soak	2	1	2	3	4	4	4	4	3	4
evacuate	determine	0	1	0	1	2	0	1	0	0	0
embarrass	flutter	0	2	0	1	0	0	1	0	4	1
think	presume	1	2	1	1	1	5	1	3	3	3
recycle	use	1	3	0	2	2	1	1	5	0	3
define	clarify	3	3	4	5	4	5	5	6	5	4
veer	move	2	3	0	2	4	0	4	2	3	4
pick	pluck	3	2	3	3	3	3	3	6	5	5
forget	remind	1	0	0	1	0	0	1	0	0	0
disturb	wake	2	1	1	4	2	5	2	6	4	3
disperse	release	2	2	2	4	4	6	2	5	5	5
compose	originate	3	3	2	1	3	5	4	3	4	3
adore	admire	2	4	6	6	5	4	3	6	5	6
fold	request	0	0	0	1	1	0	1	0	0	1
discourage	finish	1	0	0	1	0	0	1	0	0	0
comfort	relax	1	3	5	5	1	5	1	4	2	4
yell	holler	3	4	6	6	6	6	6	6	6	6
overcome	beat	4	2	6	2	4	5	5	6	6	6
suggest	inquire	1	1	0	1	1	3	1	3	1	0
reach	achieve	2	0	4	2	5	2	4	6	5	5
waste	throw	1	0	0	2	2	0	1	6	0	4
learn	evaluate	3	2	1	1	4	1	2	4	1	3
compete	finish	6	6	0	1	6	6	0	0	1	4
rub	grate	3	2	1	5	6	2	2	4	3	3
confess	aggravate	0	0	1	3	1	0	0	0	0	1
lie	disbelieve	4	1	0	1	1	0	0	0	0	2
assault	hit	6	5	4	6	6	4	3	6	3	6
deny	forbid	6	4	6	5	5	5	4	6	4	6
push	shun	2	0	2	5	1	0	0	0	0	5
fight	argue	6	4	4	5	6	2	4	4	3	5
strain	drain	5	0	3	4	3	0	0	5	0	1
destroy	condemn	1	0	2	2	1	0	0	0	0	1
return	clarify	1	0	0	2	0	0	0	0	0	1
want	yearn	6	6	5	5	6	1	5	3	3	6
crawl	climb	0	2	2	2	3	0	0	0	0	5
make	allow	3	0	0	5	1	0	0	0	0	2
diminish	fade	6	5	5	6	6	5	4	2	3	5
bake	produce	5	1	3	2	4	4	1	4	3	6
testify	confess	5	6	3	2	1	0	4	1	2	5
capture	release	0	0	0	3	0	0	0	0	0	1
accuse	tell	6	0	1	2	1	0	1	0	0	4
throw	adjourn	0	0	0	5	1	0	0	0	0	3
alter	change	6	6	6	6	6	6	4	6	6	6
save	gain	1	1	2	5	1	1	1	1	3	2
disprove	agree	0	0	0	1	0	0	0	0	0	1
acknowledge	accept	6	5	6	6	3	0	3	5	2	5
keep	save	6	6	4	5	5	5	2	6	6	6
excuse	interrupt	0	0	0	2	1	0	0	0	0	1
try	practice	6	2	5	4	2	1	0	1	3	4
fly	flee	4	2	0	5	1	1	0	3	3	2
assume	believe	3	0	4	2	5	0	2	1	0	1
tie	scratch	0	0	0	4	0	0	0	0	0	1
build	grow	4	2	4	6	5	1	1	1	3	2
capture	imitate	0	0	0	4	0	0	0	1	0	0
gather	recruit	6	5	0	5	5	2	1	1	3	5
smother	cover	6	5	5	5	6	4	2	1	4	5
smell	feel	1	0	0	6	4	0	0	0	2	0
hit	throw	6	1	2	4	3	0	0	0	0	1
allow	grant	6	5	6	3	5	6	5	5	4	5
waste	decompose	5	4	3	5	4	6	0	0	0	2
run	bound	6	4	3	5	6	5	1	0	3	5
avoid	reject	3	2	3	1	5	5	1	0	1	0	1
loosen	relax	6	4	4	3	6	4	4	5	3	4
determine	deny	0	1	0	2	0	0	0	0	0	1
run	strive	5	0	0	4	0	1	0	0	3	1
descend	lower	6	4	6	4	6	6	5	1	3	5
nag	roam	0	0	0	1	0	0	0	0	0	1
cook	grill	6	3	3	6	6	4	1	4	3	4
try	convince	4	0	0	4	0	0	0	0	0	3
squeeze	hug	6	5	3	5	5	3	1	4	3	5
burn	smother	0	0	0	3	0	0	0	0	0	1
call	yell	6	4	5	4	6	5	1	5	5	5
cry	disappoint	0	0	1	0	0	0	2	3	0	1
practice	do	2	2	3	3	3	5	5	4	4	2
defend	attack	0	0	1	0	0	0	4	0	0	1
suppose	guess	5	5	2	5	6	5	5	0	5	5
believe	feel	3	1	3	0	0	2	5	1	0	3
judge	condemn	3	1	3	5	4	5	4	4	5	5
tickle	tease	3	1	2	5	0	2	2	2	0	2
fly	drive	1	0	1	0	0	0	0	1	0	2
release	discharge	5	5	3	4	6	5	1	1	5	5
bend	angle	5	0	2	5	6	5	5	2	5	5
speak	whisper	2	5	2	2	3	3	2	2	5	5
acquire	ask	1	3	1	0	0	0	1	0	0	1
breathe	live	4	0	2	2	0	0	0	3	0	2
forget	think	0	0	1	0	0	0	0	0	0	1
remember	think	0	1	2	1	5	3	1	5	0	3
kill	splash	0	2	1	0	0	0	0	0	0	1
build	create	5	5	3	5	5	4	0	4	5	4
worry	waste	0	0	1	0	0	0	3	0	0	1
move	humiliate	0	0	1	0	0	0	0	0	0	1
attract	catch	4	0	3	1	0	2	0	3	0	4
rescue	survive	0	2	1	0	0	0	2	1	0	1
be	do	0	1	1	0	0	0	2	0	0	1
persuade	urge	5	0	3	5	6	4	6	4	5	3
mimic	talk	1	1	1	0	1	2	3	1	0	2
color	decorate	3	3	2	0	4	3	2	2	5	3
drink	raise	1	1	1	0	0	0	0	0	0	1
demand	ask	2	3	3	1	0	2	1	1	5	2
rely	need	4	1	3	0	1	0	6	2	0	6
give	deny	0	6	1	0	0	0	0	0	0	1
leave	ascend	0	1	1	0	0	0	0	0	0	2
reject	disown	5	5	4	2	5	3	2	3	5	5
enrage	engage	0	0	1	6	0	0	1	0	0	2
supply	give	4	5	3	4	6	3	5	2	5	5
attend	participate	1	5	3	0	4	1	3	3	0	5
beat	triumph	3	1	3	2	6	3	5	4	0	5
pinch	grab	2	5	3	0	0	2	5	2	5	4
find	scramble	0	0	1	0	0	0	0	0	0	1
tend	fix	1	5	1	4	0	1	0	0	5	3
poach	boil	3	5	2	0	6	3	3	4	0	2
acknowledge	perceive	1	0	2	3	0	1	0	5	0	3
increase	add	4	4	4	4	6	6	5	6	5	4
stop	hurt	0	0	1	0	0	0	1	0	0	1
drip	fall	0	1	1	0	0	0	3	2	0	3
appear	command	0	1	1	0	0	0	0	0	0	1
deny	reject	5	6	3	5	6	5	5	5	5	5
crackle	pop	3	0	2	2	0	2	4	4	0	2
offend	annoy	3	0	3	1	1	4	4	1	5	4
guess	try	2	2	2	0	2	1	1	1	0	3
concentrate	wander	0	0	1	0	0	0	1	0	0	1
exhale	inhale	0	4	1	0	0	0	0	0	0	1
amuse	entertain	6	6	6	4	5	4	6	4	3	5
dig	bury	4	1	5	2	4	3	0	0	3	1
tan	burn	4	1	1	2	4	2	3	0	2	3
tread	move	2	0	0	5	2	3	4	0	1	4
snooze	happen	0	0	0	0	0	0	0	0	0	0
plead	please	0	0	0	0	5	1	2	1	1	0
talk	describe	5	3	4	2	4	2	4	0	4	3
blur	rush	0	0	0	4	1	2	3	0	2	3
give	award	3	4	5	6	3	3	6	0	3	5
munch	crunch	4	3	4	5	5	4	5	0	2	5
concentrate	think	4	6	6	6	5	4	6	1	5	5
return	recycle	3	1	3	2	3	1	4	0	4	0
tow	move	4	4	3	3	3	1	4	0	5	0
mow	dare	0	0	0	2	3	0	0	0	2	0
come	go	0	0	0	2	4	2	0	0	3	0
carry	deliver	3	3	2	3	3	3	3	1	2	0
abduct	kidnap	6	6	6	6	5	6	5	0	6	6
confess	lie	0	0	3	0	4	2	0	0	2	0
shun	reject	6	6	5	6	3	5	6	0	5	6
sneak	lie	4	4	4	3	3	5	5	0	4	1
prosecute	charge	4	6	5	1	5	4	5	0	4	4
slurp	swallow	3	4	4	1	3	3	4	0	2	3
protect	watch	3	5	5	6	3	4	2	0	2	0
give	pay	4	5	5	0	3	4	4	0	3	1
fall	catch	0	0	0	0	3	2	0	0	1	0
grind	smash	3	5	0	1	2	3	5	1	3	5
mend	bend	0	0	0	0	4	0	1	0	2	0
stink	define	0	0	0	1	3	0	1	0	1	0
avoid	shun	6	6	6	6	3	3	5	0	4	6
leave	meet	0	0	0	0	3	1	0	0	1	0
magnify	look	5	3	4	3	4	3	5	1	4	3
create	do	4	3	4	5	4	2	4	0	2	4
neglect	leave	5	3	2	5	5	4	6	0	3	3
soothe	console	6	6	6	5	4	6	6	0	5	6
touch	push	3	3	1	2	5	3	3	0	4	1
charge	cover	0	0	1	2	4	0	0	1	2	0
ignore	ask	0	0	0	2	3	2	0	0	1	0
gamble	hug	0	0	0	1	3	0	0	0	1	0
fight	abuse	4	4	4	1	3	6	5	0	3	2
teach	give	3	5	1	3	3	3	3	0	3	1
smell	decompose	0	0	4	4	1	2	4	1	1	1
gather	meet	6	6	5	6	6	4	5	0	4	3
reflect	look	3	0	5	6	1	2	5	0	2	1
crunch	permit	0	0	0	0	3	0	1	0	0	0
cast	break	0	0	0	1	3	2	1	0	1	0
swallow	rip	0	0	0	1	3	0	0	1	0	0
snatch	catch	0	5	2	1	3	1	6	0	2	0
dislike	ignore	0	0	3	5	4	2	4	0	1	0
go	vanish	4	4	5	4	4	3	5	0	0	4
combine	join	4	6	5	6	4	6	6	0	3	5
go	wait	1	0	0	0	0	0	0	0	1	0	0
achieve	fail	1	0	0	0	0	0	0	0	0	0	0
die	survive	1	0	0	0	0	0	0	0	0	0	0
stop	help	1	0	0	0	2	1	1	1	1	1	0
intend	try	5	1	2	2	0	1	2	3	6	1	4
collaborate	conspire	5	0	3	0	2	5	3	3	6	0	1
accept	decline	0	0	0	0	0	0	0	0	0	0	0
survive	flush	0	0	0	0	0	0	0	0	0	0	0
drink	vomit	0	0	0	0	0	0	1	0	0	0	0
cook	poach	2	3	4	0	0	3	3	3	6	2	0
leave	return	1	0	0	0	0	0	0	0	0	0	0
bump	push	4	4	1	1	0	3	2	2	4	2	1
correct	disprove	1	1	0	0	1	2	1	2	5	1	1
sway	swoon	3	4	3	6	1	1	3	0	5	1	0
earn	pay	1	3	0	1	0	0	0	0	1	0	0
bump	crash	2	4	1	1	2	4	1	1	4	2	1
slip	slide	6	4	3	2	3	4	3	3	6	1	3
ensure	secure	4	3	2	0	3	4	3	1	5	1	1
urge	convince	6	4	3	2	3	5	4	2	6	1	1
drink	intoxicate	5	3	3	1	0	4	2	5	5	0	0
grow	live	3	3	2	0	3	3	2	0	5	2	0
boil	freeze	0	0	0	0	0	0	0	0	0	0	0
spin	dance	1	1	0	0	1	2	1	1	3	1	0
blame	travel	0	0	0	0	0	0	0	0	0	0	0
comprehend	testify	4	0	0	0	0	1	1	0	1	0	0
rebel	yell	2	2	3	0	0	2	1	0	2	0	0
withdraw	retreat	6	5	4	4	4	4	4	4	6	5	3
have	own	6	5	6	3	3	4	3	5	6	5	4
deposit	return	1	1	0	0	0	0	1	0	0	1	0
describe	say	2	3	4	2	0	4	2	1	4	2	1
conquer	dominate	6	4	3	3	6	4	4	3	6	4	1
disguise	cover	5	5	3	3	3	3	2	1	6	4	2
replace	fix	2	2	2	1	0	2	1	0	1	3	0
know	think	1	2	2	0	0	2	3	0	5	2	0
practice	dance	2	1	1	0	0	1	1	0	0	0	0
doze	throw	1	0	0	0	0	0	0	0	0	0	0
travel	roam	5	3	4	0	3	3	3	3	5	2	1
incline	rise	6	4	0	1	0	5	0	0	5	3	0
toss	turn	3	4	3	5	3	0	2	0	6	2	0
veer	turn	6	4	3	3	3	4	3	1	5	1	3
overwhelm	overcome	3	3	3	0	2	3	3	0	0	0	1
steal	snatch	5	5	4	2	4	4	2	4	5	5	2
yell	scream	6	5	6	2	4	5	4	5	6	6	4
do	obey	4	3	2	0	2	1	2	3	4	2	0
carry	hold	6	3	5	5	6	4	3	3	6	5	1
put	hang	3	2	1	0	0	1	1	1	3	1	0
catch	grab	2	3	0	0	3	3	1	0	5	1	4
help	assist	6	4	4	4	6	5	4	5	6	5	4
spank	whip	3	4	4	1	6	5	1	0	2	5	1
scramble	change	4	3	0	0	3	2	0	0	0	0	0
adjourn	leave	5	3	4	2	2	2	4	1	3	3
condemn	accuse	3	4	4	6	4	2	4	1	5	4
beat	kill	2	3	1	1	2	3	3	1	4	2
decide	choose	6	5	6	6	6	5	6	5	5	3
acknowledge	admit	6	2	5	3	4	3	6	4	4	4
catch	find	3	2	4	1	2	2	3	2	3	2
stop	accelerate	0	1	0	0	0	0	0	1	1	0
print	ignore	0	1	0	0	0	0	0	1	0	0
break	fix	0	1	3	0	0	0	0	1	2	0
kill	conquer	1	4	3	1	3	2	2	2	4	1
rearrange	scramble	2	5	6	5	4	4	5	4	4	5
determine	decide	5	4	3	6	5	4	5	6	5	4
reduce	restrict	5	2	6	5	4	3	6	3	4	4
find	escape	0	1	0	0	1	0	0	1	1	0
offend	disturb	3	1	0	3	4	1	5	1	4	5
hurt	bite	1	4	4	3	3	2	1	3	4	2
release	diminish	0	2	0	3	1	1	1	1	2	0
return	arrive	0	1	3	0	2	0	4	3	4	2
break	unite	0	1	0	0	0	0	0	1	1	0
hide	swim	0	1	0	0	0	0	0	1	0	0
humiliate	insult	4	4	3	2	4	3	6	2	5	3
understand	acknowledge	3	4	0	6	3	4	5	2	3	3
hate	despise	6	5	6	6	6	5	6	5	6	6
develop	invent	3	4	0	6	4	5	4	4	5	5
kiss	embrace	2	5	4	4	5	5	5	2	4	2
connect	touch	3	3	3	6	3	3	6	3	4	2
cook	boil	2	3	6	5	3	4	4	2	4	3
say	do	0	2	0	0	1	2	0	1	2	0
remember	retain	6	4	6	6	5	5	6	5	5	4
look	evaluate	3	3	3	4	2	3	5	1	5	2
sway	bend	2	3	0	5	4	3	6	2	3	2
use	abuse	3	2	0	1	2	2	1	2	4	1
think	guess	0	3	3	1	3	1	1	2	4	0
believe	pretend	0	1	0	0	4	1	0	1	3	0
enter	leave	0	1	3	0	0	0	0	1	2	0
swear	lie	0	1	0	2	2	1	0	1	1	0
visit	travel	4	2	3	6	5	4	4	2	5	3
imitate	mimic	6	5	6	6	6	5	6	6	6	6
kill	shoot	3	4	5	2	3	4	3	1	5	2
ache	soothe	0	1	0	0	0	1	0	1	2	0
spend	buy	6	4	6	5	5	3	3	2	5	3
haunt	remain	3	3	0	2	1	2	4	3	2	3
ridicule	hate	1	3	4	3	2	3	5	1	4	2
hold	pull	1	2	0	0	0	2	3	2	3	1
beat	assault	3	5	4	6	3	5	6	5	5	5
fail	rely	0	2	0	0	0	1	0	1	2	0
need	use	2	2	0	1	1	1	2	1	2	3
offend	loosen	0	1	0	0	0	0	1	1	0	0
save	drown	0	1	5	0	0	0	0	1	1	0
lift	pick	4	1	5	5	5	3	4	4	5	3
surprise	celebrate	2	1	2	5	2	0	3	3	1	1
hesitate	go	0	0	0	3	0	0	1	0	0	0
steer	drive	1	3	4	5	3	4	5	4	3	4
forget	learn	0	0	0	3	0	0	0	0	0	0
blow	pop	2	5	2	3	1	0	1	0	0	1
dance	tap	0	4	2	1	0	0	3	3	0	3
sow	sew	0	2	0	5	0	0	1	2	0	0
collect	organize	1	5	4	3	4	1	4	5	4	1
stop	repress	2	5	4	2	3	2	4	6	4	4
take	steal	3	5	3	5	3	4	3	6	3	3
tell	announce	5	4	4	5	5	4	5	6	5	5
squeak	crack	3	1	1	2	0	0	2	1	1	2
stay	fade	1	0	0	2	0	0	0	0	0	0
do	perform	3	5	2	5	6	5	6	4	4	5
guess	know	2	1	1	2	0	0	3	0	1	1
think	recall	4	4	3	5	4	4	5	4	4	3
repeat	understand	2	1	2	3	1	0	3	0	0	1
ponder	toil	1	0	3	3	0	0	2	5	2	3
stare	look	5	5	4	5	4	5	4	4	5	4
affect	hurt	3	3	1	3	0	1	1	3	0	2
lead	ask	0	1	1	2	0	0	3	0	0	0
look	listen	0	0	1	3	0	0	2	0	0	1
destroy	deteriorate	3	2	3	4	1	5	5	5	5	2
blow	hit	1	3	2	2	1	0	1	3	4	2
refrain	forbear	0	4	2	3	6	6	2	5	4	4
receive	deliver	2	1	1	2	0	0	1	0	2	0
speak	suggest	2	4	2	5	1	2	3	4	2	2
connect	attach	4	5	4	5	6	5	5	6	0	6
fall	rise	0	0	0	2	0	0	0	0	0	0
hate	shun	1	3	3	2	6	5	4	5	3	2
spank	cry	0	0	0	3	0	0	1	0	3	0
reject	hurt	2	3	3	2	1	1	5	4	2	3
scratch	rub	3	3	2	5	3	1	1	2	3	1
tie	fasten	4	5	4	2	6	6	4	6	5	5
walk	jog	1	3	1	5	5	4	2	1	2	2
return	take	1	0	0	2	0	0	3	0	2	1
ride	go	2	2	2	5	1	1	5	3	3	4
discourage	disappoint	3	1	2	2	3	2	3	2	3	3
bow	erupt	0	1	1	2	0	0	1	0	2	0
speak	talk	5	6	5	5	6	6	6	6	5	6
gather	reap	1	5	3	2	6	4	2	5	4	4
destroy	repair	0	0	0	5	0	0	0	0	0	0
appear	blush	2	3	1	2	1	0	0	3	1	0
slide	slither	3	4	3	4	4	5	1	5	6	4
pull	strain	4	4	2	2	4	0	2	0	3	1
permit	deny	0	0	0	3	0	0	0	0	0	0
determine	guess	1	1	1	3	0	0	3	1	0	2
elect	reject	0	1	0	2	0	0	0	0	0	0
defend	prosecute	0	0	0	2	0	0	0	0	0	0
fill	cover	3	1	1	5	1	0	1	4	3	2
push	lean	1	2	3	3	3	3	4	3	1	1
smash	crush	6	5	6	6	5	6	6	6	5	6
judge	accuse	1	3	5	4	4	3	3	2	0	1
pull	tug	6	4	6	5	6	6	6	6	5	6
advise	talk	1	4	4	6	3	3	3	1	1	3
lose	get	1	0	0	0	2	5	0	0	0	1
prosper	gain	6	4	5	4	4	6	5	6	4	0
bounce	jump	4	3	5	5	5	6	5	5	1	2
defeat	trim	1	0	0	2	0	0	0	0	0	1
smother	overwhelm	5	2	6	4	5	6	1	6	1	1
leave	visit	1	2	0	0	3	6	0	0	0	0
concern	dismay	4	2	0	3	3	6	0	6	0	0
drink	suck	2	3	5	3	4	3	0	5	2	6
wash	spray	2	2	5	5	2	0	0	5	3	4
lick	dip	1	1	0	3	0	0	0	0	0	1
plead	convince	5	2	6	4	4	3	0	3	1	1
know	decide	1	2	0	5	1	3	0	0	0	6
prefer	choose	4	1	2	6	5	0	4	5	4	3
reflect	see	1	3	5	5	4	0	4	1	0	2
stop	retain	1	1	0	5	3	0	0	3	0	1
treat	surprise	3	1	5	2	2	3	2	0	0	1
teach	know	1	3	4	4	3	3	0	2	1	2
invalidate	nullify	6	2	3	6	6	6	2	6	5	2
lounge	reprimand	1	1	0	1	1	0	0	0	0	1
search	find	1	3	0	3	6	6	4	3	1	2
stab	kill	2	3	5	4	3	6	0	3	2	1
stop	whistle	1	0	0	0	0	0	0	0	0	1
tease	play	2	1	5	4	4	6	0	3	2	6
increase	reduce	1	0	0	0	2	3	0	0	0	2
separate	remove	5	2	6	3	6	3	0	4	1	1
decrease	shrink	6	5	6	5	4	6	2	6	2	1
overcome	conquer	6	5	6	4	4	6	5	6	2	3
set	swim	1	0	0	1	0	0	0	0	0	1
run	escape	1	3	5	3	2	3	0	5	2	4
bounce	move	1	2	5	4	2	3	0	2	1	3
flush	drain	5	1	5	6	3	6	0	6	2	1
remain	stay	6	5	6	6	5	6	6	6	6	3
bend	lean	4	5	1	3	5	0	4	5	2	3
snuggle	hug	4	4	5	4	5	6	4	5	3	2
engage	begin	1	3	6	5	6	6	0	6	1	3
stay	attend	2	1	5	1	1	0	0	3	0	1
ignore	acknowledge	1	0	0	0	2	0	0	0	0	3
fight	struggle	4	0	3	5	3	3	3	6	4	4
wander	lose	1	1	1	3	1	0	0	0	0	4
burn	cook	2	1	2	2	5	0	0	0	1	3
obey	command	1	1	0	1	3	3	0	0	0	4
rip	mend	1	0	0	4	2	0	0	0	0	2
slip	kiss	1	0	0	3	0	0	0	0	0	4
crash	demolish	1	3	4	5	4	3	0	3	4	4
hurt	kill	2	4	3	4	4	3	0	3	4	2
prove	explain	0	4	2	5	6	4	4	4	1	6
bring	forget	0	0	1	1	0	0	0	1	0	1
retain	get	1	1	3	2	1	3	4	3	0	1
betray	deceive	6	3	5	6	3	3	4	6	4	4
yell	warn	3	1	1	4	1	2	1	1	2	3
search	hunt	5	4	5	4	2	5	5	4	5	6
strain	struggle	5	2	6	4	6	5	3	1	4	6
mix	buy	0	0	1	1	0	0	1	1	0	1
say	repeat	3	1	1	3	3	2	3	3	1	2
chase	run	6	1	3	3	5	1	5	4	1	5
dunk	sink	4	0	3	1	3	3	4	1	1	6
capture	take	5	2	6	6	4	4	5	5	2	6
begin	finish	0	0	1	3	0	0	1	3	2	1
create	become	0	0	3	1	0	4	1	3	1	1
have	possess	6	4	6	6	6	6	4	4	4	6
save	earn	3	0	1	2	0	0	2	3	3	2
look	analyze	5	2	4	2	1	4	3	4	4	4
scold	kneel	0	0	1	1	0	0	1	1	0	1
direct	steer	3	1	6	6	3	4	5	4	5	5
allow	approve	3	4	2	6	1	4	2	4	5	4
give	take	0	0	1	2	0	0	1	2	2	1
claim	take	3	2	3	4	0	5	2	4	3	5
attack	sneak	0	0	2	1	0	1	2	2	1	1
fail	succeed	0	0	1	2	0	0	0	3	2	1
tickle	giggle	0	1	5	1	2	0	2	6	2	1
snooze	doze	6	4	6	6	5	6	3	5	5	6
remind	say	3	0	4	2	0	2	2	3	2	2
disturb	upset	5	1	5	3	3	5	3	2	4	5
weep	cry	6	5	6	6	6	6	4	6	5	6
argue	discuss	6	1	3	2	1	1	3	4	1	3
mistreat	hurt	6	1	6	4	2	5	3	3	4	3
speak	communicate	6	4	6	6	3	5	5	6	4	6
retain	forget	0	0	1	2	0	0	0	4	1	1
accept	deny	0	0	1	2	0	0	0	1	1	1
attempt	intend	3	1	3	1	1	1	3	2	3	2
holler	scream	6	1	6	5	6	6	4	4	3	6
practice	debate	3	0	2	1	0	0	1	1	0	1
pounce	bounce	1	0	4	2	2	3	3	1	1	1
listen	understand	5	2	5	5	0	1	3	6	0	4
glare	glance	5	1	1	1	6	2	3	5	1	3
earn	gain	2	3	6	2	3	5	2	6	4	5
bury	die	5	1	3	1	0	0	1	6	2	1
define	say	4	1	6	1	1	0	1	4	3	2
drench	pour	6	2	5	2	0	2	3	3	2	4
fix	solve	6	5	6	6	2	4	3	4	4	5
let	permit	6	5	5	5	4	5	3	6	4	6
follow	trail	6	1	4	5	4	6	3	6	4	6
connect	separate	0	0	1	2	0	0	0	3	2	1
promote	advance	6	1	6	5	2	5	3	6	3	5
dump	waste	5	4	6	2	0	3	3	6	2	5
define	explain	5	5	6	5	6	5	3	6	5	4
demolish	smash	6	3	6	5	6	5	4	4	6	6
get	grab	4	5	3	4	6	4	4	2	3	3
lead	confuse	1	0	0	2	1	0	0	0	0	0
dive	drown	1	0	3	1	4	1	2	0	1	0
plead	help	0	0	0	1	1	0	0	0	2	0
decrease	decline	6	0	5	4	1	6	6	5	5	2
weave	move	2	1	4	2	2	2	2	2	1	1
add	build	4	1	4	2	2	4	3	2	4	2
listen	concentrate	4	3	3	4	3	3	2	3	4	1
hurt	feel	4	5	5	4	3	3	3	1	3	0
jump	flip	4	0	3	4	3	1	3	1	3	2
describe	write	4	1	2	4	2	1	3	2	3	0
punish	prosecute	5	6	5	5	4	3	5	4	4	5
boom	hum	1	0	1	3	1	0	0	0	0	0
swoon	reply	0	0	2	1	1	0	0	0	3	0
tear	wear	0	1	3	0	1	2	2	0	0	0
bother	interrupt	5	3	5	3	2	4	2	3	4	6
persuade	ask	5	4	2	2	2	5	3	0	2	0
remove	release	4	1	4	4	3	6	1	2	1	1
allow	reject	0	0	0	0	1	0	0	0	0	0
glide	float	5	0	4	3	4	5	4	4	4	0
shut	vomit	0	0	0	0	0	0	0	0	0	0
acknowledge	know	3	1	4	3	2	4	2	3	1	1
boom	crash	4	4	5	3	4	4	4	3	4	3
pop	explode	3	4	5	4	5	4	4	3	5	5
gamble	win	2	0	3	3	3	2	1	1	1	0
appear	show	5	0	4	2	4	4	3	2	2	4
stop	walk	0	0	0	0	1	0	0	0	0	0
correct	fix	6	6	5	3	5	5	5	4	6	5
hurt	humiliate	4	3	4	3	3	3	2	1	4	4
correct	prove	5	1	4	4	3	4	2	0	0	1
smoke	cough	1	0	5	2	3	1	1	1	2	0
do	forbid	1	0	0	0	1	0	0	0	0	0
bound	jump	5	4	4	3	4	6	0	3	5	0
